storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
5f766dc3-2fd2-4491-9a84-b6d9c4071b2b,Val merasakan obatnya sendiri,"Valerie bermain -main dengan pacarnya, Matt.","Dia jatuh cinta pada Tim, salah satu dari banyak pria yang dia curang.",Dia putus dengan Matt dan mulai berkencan dengan Tim.,Tim tidak menghormati dia atau hubungan mereka.,Dia berselingkuh pada waktu yang tak terhitung jumlahnya dan kemudian putus dengannya.
68c7cf29-f185-4371-88a3-fce7486ea503,Masa lalu Maggie kembali menghantuinya,Maggie bermasalah dengan hukum ketika dia masih muda.,"Ketika dia menikah dan memiliki anak, dia adalah seorang ibu yang hebat.",Dia dan suaminya bercerai dan dia mengajukan tahanan.,Hakim menahan masa lalunya dan memerintah suaminya.,"Maggie, sedih, jatuh kembali ke kehidupan kejahatan."
a811f02b-3bc6-48e6-9e99-b4cc737e3e33,Minnie dan putranya,Minnie selalu bermimpi tumbuh dewasa dan memiliki anak.,"Ketika dia cukup umur, dia menikah dengan seorang pria dari lingkungan itu.","Mereka memiliki seorang putra, dan selama bertahun -tahun putra itu melakukan semua yang dia katakan.","Ketika dia menjadi remaja, dia mulai berpikir untuk dirinya sendiri.",Minnie tidak suka itu dan melewatkan hari -hari dia adalah anak kecilnya.
55e2226f-d3ce-4ade-a1ff-bf5cd11acaf1,Sesak nafas,Pacar rekan kerja saya menderita diabetes dan masalah jantung.,Dia kesulitan bernapas.,Putrinya akan menikah.,Mereka harus memilih lagu singkat untuk tariannya karena napasnya.,Dia meninggal karena serangan jantung dua tahun kemudian.
d7dcdc3b-98a3-4b67-938e-7fd60e727014,Pertarungan pernikahan,Rekan kerja saya menikah pada tahun 1992.,Dia 20 tahun lebih tua dari istrinya.,Mempelai perempuannya memiliki keluarga besar.,"Selama pernikahan, saudara laki-laki pengantin wanita berteriak pada mantan istrinya.",Untungnya pernikahan berakhir tanpa baku.
afad5951-d5ff-4f43-8031-6e492aeffb4a,Kunjungan kakek nenek,Bos istri saya sudah menikah.,Suaminya Bob memiliki cucu kandung.,Putri Bob tidak sering membiarkannya melihat cucunya.,"Minggu lalu, dia harus mengunjungi cucunya, setelah setahun.",Foto Facebook menunjukkan dia terlihat bahagia.
1ffb2975-4cae-4b6e-9c27-4a8d0e467484,Duka,Putra sepupu saya menikah pada bulan Desember.,Ibunya dan orang lain menghadiri pernikahan.,Ibunya Lee masih berduka untuk suaminya.,Saya menyentuh tangan Lee dan mengatakan orang Cina kuat.,Dia menangis.
5de8f1a6-625b-4501-8fa6-4a54b39cdad9,Mainan,"Kakak ipar saya menikah dengan Joe, seorang pria 22 tahun lebih tua darinya.",Tiga saudara perempuannya dan anak -anak mereka suatu hari nanti.,Anak -anak bermain dengan mainan lama di halaman.,Joe berteriak pada anak -anak dan mengambil mainan itu.,Para suster tidak terhibur.
b30cef9a-d7a6-4459-90ce-c9f79b7451a2,Menggoda,Teman saya Harry menikah dengan tidak menyenangkan.,Istrinya tinggal di Ky sementara dia tinggal di Ma.,Baru -baru ini seorang pelayan di restoran yang sering ia kunjungi mulai menggodanya.,Dia memberikan nomor teleponnya.,Dia memutuskan untuk tidak mengajaknya kencan.
233c5be6-6367-4ed6-9f46-4367c70b4695,Perokok,Teman kuliah putri saya Sharyn banyak merokok.,"Adik perempuan Sharyn, Sue, menikah tak lama setelah lulus.",Setahun kemudian Sue punya bayi.,Sue memberi tahu Sharyn bahwa dia tidak bisa melihat bayinya jika dia merokok.,Sharyn berhenti merokok.
d49b5fd5-b073-4fc9-93da-efc8c869d194,Lulus,"Teman kuliah lama putri saya, Sue, Sue adalah seorang lesbian.",Dia menikah pada tahun 2014.,"Tahun lalu, putri saya mendengar dari teman lain, Sally.","Sally mengklaim Sue membuat umpan padanya, meskipun sudah menikah.",Putri saya mengatakan beberapa kelompok sudah mulai menjauh dari Sue.
41a9331e-f3c9-40ab-8a79-c93a203e9661,Warisan,Ibu teman saya tersingkir.,Dia adalah seorang tiang yang menikah dengan seorang Italia.,Ayahnya sangat baik untuk dilakukan.,"Di kemudian hari, ia berdamai dengan putrinya.","Ketika dia meninggal, dia meninggalkannya $ 1.000.000."
140c86c2-222e-46ee-b2bd-e6dc4f7b0f3e,Perubahan besar,Rekan kerja saya Sheila kurus ketika dia mulai pada tahun 1985.,Dia menarik dan berkencan dengan beberapa pria.,Pada tahun 1990 dia menikah dan meninggalkan tempat kerja kami.,"Dia datang untuk berkunjung pada tahun 1995, 40 pound lebih berat.",Pacar lamanya terkejut.
19c72f14-a483-47a5-ac93-364c0a000037,Linda,Rekan kerja kami Linda sudah menikah.,Dia diberitahu bahwa dia tidak akan pernah bisa memiliki anak.,Dia terlalu banyak mengimbangi kesedihannya.,"Suatu hari, dia hamil, dan memiliki bayi normal.","Dia punya satu lagi beberapa tahun kemudian, dan sangat bahagia."
ce4febf1-bc41-4462-8647-2a08582e75db,Jaket Mao,Kami menikah pada tahun 1981.,Kami berbulan madu di Air Terjun Niagara.,Ada banyak wisatawan internasional.,"Suatu hari, saya mengenakan jaket mao saya.","Seorang pria Tionghoa datang dengan tersenyum kepada saya, sebagai pengakuan."
05c01416-9a53-4363-aedb-666946153b97,Terbang Robin Fly,Doug dalam pernikahan yang mengerikan dengan Robyn.,Doug mengajukan perceraian karena dia tidak bahagia.,Robyn mulai berkencan dengan pria baru.,Doug mendapat perceraian dan pergi merayakannya.,Robyn pergi dengan pacar barunya dan dia membunuhnya.
26e07fc3-e343-4eb9-8ef9-df78d7162dec,Cinta,Doug ingin bersama Nelson tetapi dia punya masalah.,Doug masih menikah dengan Robyn yang membenci nyali.,Doug memohon kepada Robyn untuk bercerai tetapi dia bilang tidak.,Doug memohon Nelson untuk menunggu dan memintanya bersabar.,Doug sekarang bersama Nelson karena mereka membunuh Robyn.
d8a6d5c5-1748-4855-b6a8-7f6796e2cdfe,Tracy E Warren,Doug bertemu dengan cinta dalam hidupnya Tracy E Warren.,Mereka berkencan dan mati selama sekitar satu tahun.,Doug memohon Tracy untuk menjadi satu -satunya.,Tracy setuju untuk menjadi Dougs satu -satunya.,Mereka tidak lagi bersama karena Doug berselingkuh dengan Tracy E Warren.
14b36571-8e22-4e5c-97ae-75d6f82d160e,Pengantin Pesanan Surat,Ed adalah petani paruh baya yang kesepian yang belum pernah menikah.,Seorang teman pernah memberi tahu dia tentang pengantin pesanan pos.,"Ed memutuskan untuk memeriksanya, dan menemukan pengantin wanita yang diinginkannya.",Dia membayar wanita itu untuk datang kepadanya dan menikahinya.,"Ed sangat mencintai istrinya, dan keduanya hidup bahagia bersama."
2740975a-7670-43ed-8c6c-db8666b00310,Terlalu banyak anak,"Frank mencintai wanita, dan wanita mencintai Frank.",Frank menikah beberapa kali dan punya banyak anak.,"Pada saat dia berusia 40 tahun, dia punya 13 anak.",Frank tidak mampu membayar tunjangan anaknya lagi.,Frank meninggalkan negara itu dan tidak pernah terdengar lagi.
6fbe4e7b-2ffb-4f67-a09c-50d8ec72d2ed,Bayi Ashley,Ashley bertemu dengan seorang pemuda yang baik dan jatuh cinta.,"Dia memujanya, dan segera menikahinya.","Setelah menikah selama beberapa waktu, mereka memutuskan untuk memiliki bayi.","Setelah beberapa bulan, mereka dapat hamil.",Ashley punya bayi perempuan yang terlihat seperti dia.
de2c2fde-bbe3-409d-9366-606da5fa38de,Hubungan berbatu,Benna bertanggal MOE selama beberapa tahun.,"Mereka memiliki seorang putra, Moe Jr, bersama -sama.",Moe menjadi marah dan bahkan kekerasan pada waktu setelah kelahiran JR.,"Benna berharap dia akan berubah, tetapi dia tidak pernah melakukannya.",Benna akhirnya mendapat keberanian untuk mengambil putranya dan meninggalkan Moe.
8b93d6df-3399-4e5b-ba64-f87a0ab43c80,Chatty,Istri Lee mengganggunya dengan berbicara sepanjang waktu.,Dalam budayanya perceraian dianggap sangat tabu.,Dia mengalahkan istrinya untuk memberinya alasan yang sah untuk meninggalkannya.,Dia menyelamatkan wajah tetapi berakhir di sel penjara yang tenang.,Saudara laki -laki Lee mengambil alih restorannya untuknya.
40619863-3c05-4336-b655-a9f639bded6f,Cincin,Hari itu akhirnya ada di sini.,John gugup.,Dia akan meminta pacarnya untuk menikah dengannya.,Dia berlutut.,Dia berkata ya!
30375e0a-21b1-4052-9198-c81422f2b09b,Sempurna sempurna,Pam dan Jim akan menikah hari ini.,Pam secara tidak sengaja merobek tabirnya.,Dia memanggil Jim menangis sebelum pernikahan.,Jim memotong setengah dari dasinya agar cocok.,Pam dan Jim memiliki pernikahan yang sempurna.
796a8b72-2f50-4c45-bd83-2b223e8fd4f2,Pacar perempuan,Saya mengajak seorang gadis keluar beberapa bulan yang lalu.,Dia bilang ya dan saya sangat senang!,Kami memiliki banyak waktu yang menyenangkan dan akhirnya memutuskan untuk berkencan.,Segalanya agak kasar untuk sementara waktu tetapi beres.,Dia akhirnya menjadi pacar saya dan saya sangat senang untuk itu!
9edf60c8-552e-4d16-b63e-ca1b63a30df8,Dan,"Ibu Keli mendapat pacar baru, Dan, tiga tahun setelah perceraiannya.",Keli mencintai ayahnya meskipun dia telah pindah ke seluruh negeri.,Dia bertekad untuk tidak membiarkan Dan mengambil tempat ayahnya.,"Tapi secara bertahap, Dan menjadi teman bagi Keli: baik, tapi tidak memaksa.","Segera, Keli memutuskan Dan adalah pria yang cukup baik!"
d1be12c4-e846-4f1a-8ae8-caf1c64e3da4,Mengusulkan,Kyla telah berkencan dengan Ron selama tiga tahun.,Suatu malam dia membawanya keluar untuk makan malam.,"Setelah makan, dia berlutut dan melamarnya!",Kyla sangat gembira dan setuju sekaligus!,"Dia dan Ron sama -sama sangat bahagia, mereka hampir menangis!"
744797f5-a7e4-4a18-b7e6-af597f1b4e10,Cinta gereja,Fred adalah orang yang sangat religius.,Dia akan pergi setiap minggu ke gereja.,Fred berharap suatu hari dia akan menemukan seorang istri.,Dia bertemu dengan seorang wanita cantik di gereja suatu akhir pekan.,Mereka berkencan selama setahun dan kemudian menikah.
db99921d-e8f0-4520-ad19-252b1438b08e,Usul,Ryan berkencan dengan pacarnya selama beberapa tahun.,"Setelah mereka pindah bersama, dia menyadari bahwa dia ingin menikahinya.",Ryan membeli cincin pertunangan yang besar dan mengesankan.,Dia merencanakan proposal kejutan.,Pacar Ryan terkejut dan menerima proposalnya dengan gembira.
738820b4-eabf-43e0-92ea-38e1ba61fa78,Kecurigaan Joy,"Joy menikah dengan bahagia dengan suaminya, Bill.",Bill mulai pulang dari pekerjaan.,Joy curiga dia berbohong tentang bekerja.,Dia mengikutinya suatu malam ketika dia mengatakan dia bekerja.,Joy menemukan Bill berselingkuh.
31bc9d81-e5b6-4856-98a7-94360fba0ad5,Pernikahan yang tidak bahagia,Greg telah menikah selama beberapa tahun.,Dia tidak puas dengan hidupnya.,Dia memutuskan bahwa dia akan melihat ke luar pernikahannya.,Greg pindah ke sekretarisnya.,Greg sekarang selingkuh dengan istrinya.
b7d4a5b0-5020-4571-9879-1e43e4484cae,Erin bos,Erin adalah bos di tempat kerja.,"Dia naksir karyawannya, Barry.",Dia tahu bahwa kencan Barry tidak pantas.,Erin harus menjaga jarak profesional saat berbicara dengan Barry.,Dia sangat sedih bahwa dia tidak bisa jujur dengan Barry.
91e5861c-0fae-441e-8830-ec78dbd047ac,Meg dan Will,Meg sangat ingin menikah.,Dia bertemu dengan seorang pria bernama Will dan mereka segera bertunangan.,Meg dan Will memiliki pernikahan yang indah.,"Beberapa bulan kemudian, Meg hamil.","Dia melahirkan putra mereka, Billy."
a8a26e96-2f97-42bc-bbc3-654d704b01a4,Pacar Nicole,Nicole tidak punya pacar yang serius.,Dia pergi banyak kencan tetapi tidak berkomitmen.,Dia berada di sebuah bar suatu malam dan bertemu dengan seorang pria yang dia minati.,Mereka mulai berkencan.,Nicole baru saja bertunangan untuk menikah.
e0b4475c-e863-40b7-93e3-ad7288fcd107,Hannah dan Nate,Hannah bertemu Nate setengah dekade yang lalu.,Mereka telah berkencan sejak itu.,Hannah sangat ingin bertunangan.,Nate tidak melamar padanya.,Hannah putus dengan Nate karena dia tidak melamar.
4ad39476-556d-4823-86ac-bf9eedfb12da,Kassidy dan Bill,Kassidy mulai berkencan dengan tagihan di sekolah menengah.,Mereka pergi ke perguruan tinggi yang sama bersama.,Kassidy dan Bill pindah bersama setelah lulus.,Bill mengejutkan Kassidy dengan mengusulkan padanya.,Mereka merencanakan pernikahan mereka untuk musim gugur.
d80d8b60-523b-40f9-8234-9837ac9f4ed4,Michelle dan Brody,Michelle dan Brody berkencan selama beberapa bulan sebelum bertunangan.,Mereka menikah tak lama setelah lulus kuliah bersama.,Mereka mencoba membuat segalanya bekerja tetapi tidak saling kenal dengan baik.,Michelle dan Brody bertempur terus -menerus.,Michelle memutuskan untuk mengajukan perceraian.
2b430459-f7b0-4d24-8873-2a72e05f127f,Putus,Natalie naksir Victor.,Victor mengira Natalie menarik.,Mereka mulai berkencan dan menghabiskan waktu bersama.,Victor bosan dengan Natalie.,Dia putus dengannya.
b8e1d238-7c1b-4003-b129-583d6718828c,Pernikahan,"Brian melamar pacarnya, Wendy.",Wendy sangat senang menikahi Brian.,Dia mulai merencanakan pernikahan segera.,Brian dan Wendy sama -sama gugup dan senang untuk hari besar mereka.,"Sekarang, mereka menikah dengan bahagia."
d6521174-9c89-4370-ae37-c734f184a692,Tidak ada waktu untuk disia -siakan,Susie akan menikah.,Itu akan menjadi pernikahan yang cepat.,Dia memutuskan dia akan memakainya hanya dalam satu minggu.,Susie mengumpulkan semua teman dan keluarganya di rumahnya.,"Pada saat dia selesai, dia tidak bisa percaya seberapa cepat dia melakukannya."
12aa7e0f-9bb6-431a-a185-2aac17636048,PDA,Max mulai berkencan dengan Sarah.,Mereka berdua bekerja di kantor yang sama.,Rekan -rekan mereka senang untuk mereka tetapi memiliki masalah.,Max dan Sarah selalu berciuman satu sama lain.,Kantor harus membuat aturan PDA baru agar kantor menyelesaikannya.
b8304fe9-0896-4b8f-a510-7229527c6cf7,Terapi pasangan,Em dan Mick mengalami masalah.,Mereka telah menikah dua puluh tahun tetapi merasa kurang percikan.,Mereka memutuskan untuk mencoba terapi pasangan.,Mereka agak ragu -ragu tetapi melakukannya.,Yang dilakukan hanyalah menyebabkan lebih banyak masalah dan menyebabkan perceraian.
37038fb1-1a3f-4dba-bcda-a674d860db25,Dina,Dina akan menikah dalam dua minggu.,Temannya Colleen melayani sebagai pelayan kehormatannya.,Dina menjadi sedikit gugup saat tanggal mendekat.,Colleen membantu menenangkan ketakutannya dengan menjadi mendukung.,Dina berharap dia tidak begitu gugup pada hari pernikahan yang sebenarnya.
b1bb23f1-3f73-4e01-bcad-f45e51a5368e,Tanggal,Ron kesepian dan mulai menggunakan situs kencan internet.,Dia mulai berbicara dengan seorang gadis cantik dan sangat menyukainya.,Mereka membuat rencana untuk makan malam pada hari Sabtu di restoran mewah.,Paycheck Ron salah diketik dan tidak jelas jadi dia bangkrut!,Dia membawa gadis itu ke taman untuk piknik dan dia menyukainya.
1ee7d400-0ada-420c-b7fe-fbcb18e91ae8,Melarikan diri.,Synthia telah menikah dengan pria yang salah.,Awalnya mereka jatuh cinta tetapi segera dia menjadi kasar.,"Setelah enam bulan dia mengalahkannya dengan sangat buruk, dia mematahkan 4 tulang.",Synthia sudah cukup dan menelepon polisi.,Synthia mampu hidup bahagia setelah itu meskipun ada cedera.
3c2bf4cc-e267-4397-aa16-06a05b450edc,Doris menemukan seorang pria,Doris mengalami depresi karena adik perempuannya akan menikah.,Doris bahkan tidak pernah berkencan dengan siapa pun.,"Sehari setelah pernikahan saudara perempuannya, Doris mendapat email dari seorang pria.",Dia menemukannya di eharmony.,Mereka adalah pasangan yang sempurna dan hanya setahun kemudian mereka menikah.
93ee5893-a15f-49e7-ba8d-27231ebfd6df,proposal,Ben telah berkencan dengan pacarnya selama enam tahun.,Dia memutuskan akhirnya saatnya untuk melamar.,Dia membeli cincin dan bunga favoritnya.,"Di restoran, dia meminta pelayan menyiapkan makanan penutup khusus.","Ketika pacarnya menemukan cincin itu di kue, dia berkata ya!"
3d92ce1a-7222-48c5-8e18-676323ca3740,Tyler menemukan cinta,Tyler adalah pria kesepian yang sangat ingin menikah.,"Dia membuat profil kencan online, lengkap dengan gambar dan bio.","Dia pergi banyak kencan dengan gadis -gadis, tetapi hanya satu yang menempel padanya.","Setelah berkencan dengan gadis istimewa itu selama 2 tahun, dia memintanya untuk menikah dengannya.",Mereka sekarang menikah bahagia dan Tyler tidak lagi kesepian.
e0e75572-148d-44fe-887d-3f23429e980c,Bridal Shower,Saya akan menikah dalam waktu 2 minggu.,Seorang teman saya telah mengatur mandi pengantin untuk saya.,Dia telah menyiapkan semua makanan dan undangan.,Kami memainkan banyak permainan dan saya bersenang -senang.,Saya menerima banyak hadiah juga.
a76ac9f5-f207-4bc7-81f3-2edf54af7ec4,Bocor,Tom telah membaca tentang situs web di mana dia bisa bertemu wanita untuk kencan.,"Meskipun dia sudah menikah, dia memutuskan untuk mencobanya.",Biayanya $ 40 untuk mendaftar.,Dia memasukkan nomor kartu kredit dan rinciannya ke situs web.,Dia tidak pernah mendengar kabar dari mereka setelah itu.
dc959034-5c67-41c4-af5d-a3326b806d04,Pemboros,Saya pikir penting untuk berpakaian bagus dan mengesankan orang.,Saya membeli mobil mahal dan menikah dengan istri yang mahal.,Banyak orang ingin melakukan bisnis dengan saya karena citra saya yang sukses.,"Menjadi seorang pengusaha yang cerdik, saya mengubah nama saya menjadi ikon.","Sekarang, orang membayar saya jutaan hanya untuk menggunakan nama saya di gedung mereka."
ccb8025b-eaab-4c0e-8804-99405435078d,Wanita binatu,Ada seorang wanita di ujung jalan yang mencuci pakaian.,Semua orang sepakat bahwa dia adalah yang terbaik untuk membawa cucian Anda.,"Suatu hari, wanita binatu menghilang.",Semua orang sangat khawatir dan benar karena dia selalu ada.,"Beberapa minggu kemudian, dia muncul dan memberi tahu semua orang bahwa dia sekarang sudah menikah!"
0d598016-9290-4b17-8f71-8abb60ae4810,Keluarga,Greg merasa tertekan.,Dia selalu menginginkan keluarga tetapi dia masih sendirian.,Dia memutuskan untuk mewujudkan mimpinya.,Dia mulai berkencan dan menemukan wanita yang luar biasa.,Dalam beberapa tahun mereka menikah dengan bayi di jalan.
50ccfb33-aac6-4358-b811-4efa9e124204,Kehidupan Rahasia,Mira membuat keputusan yang buruk.,Dia diam -diam berkencan dengan orang lain selain suaminya.,Mereka telah berkencan selama hampir setahun.,Dia memutuskan untuk memutuskan hubungan dengannya.,Dia sangat marah dan bersumpah dia akan memanggil suaminya.
01abf444-a145-4cfc-8458-a8d764cf4632,Teste besar Jennifer,Jennifer stres tentang tes mendatang.,Dia belajar untuk menjadi chiropractor dan ini adalah ujian terakhirnya.,Semuanya bergantung pada tes yang satu ini.,"Ketika dia mendapatkan hasilnya kembali, dia telah gagal dengan tiga poin.",Jennifer patah hati.
a9788ce4-f07f-42bb-a5d4-5264fe68ba9b,Hari terakhir,Hari terakhir hubungan saya sangat sulit.,Saya harus menerima bahwa segala sesuatu telah berubah hanya di antara kami.,"Saya menjalani gerakan hari yang biasa, tetapi saya patah hati.",Saya akhirnya menghibur diri saya dengan popcorn dan film tua yang luntur.,"Setelah saya menangis menonton film, saya merasa sedikit lebih baik."
a3f234f6-f06e-4592-9c3f-3eda97a5395e,Pacar lama,"Ketika saya berusia 12 tahun, saya bertemu dengan seorang anak laki -laki yang berusia 19 tahun.",Kami mulai berkencan di belakang punggung orang tua saya.,"Ketika mereka tahu saya punya pacar dengan mobil, mereka marah.",Mereka mengatakan kepada saya bahwa saya tidak akan pernah bisa melihatnya lagi.,"Saya tidak pernah berkencan dengannya setelah itu, tetapi menyelinap keluar untuk melihatnya untuk terakhir kalinya."
